,round_epochs,val_loss,val_acc,val_f1score,loss,acc,f1score,activation,batch_size,dropout,emb_output_dims,epochs,first_neuron,hidden_layers,kernel_initializer,last_activation,losses,lr,optimizer,shapes,weight_regulizer,eval_f1score_mean,eval_f1score_std
161,250,0.06319188030569681,0.8142857253551483,0.4016078880855015,9.548322838792155e-06,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,0.8,<class 'keras.optimizers.Nadam'>,,,,
162,250,0.06801983601846066,0.7952381074428558,0.44064622265951975,0.0002709707642195873,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.0,<class 'keras.optimizers.Adam'>,,,,
163,250,0.06054270969304655,0.842857152223587,0.5555194467306137,9.521872533317986e-06,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.0,<class 'keras.optimizers.Nadam'>,,,,
164,250,0.06261719720038984,0.8380952477455139,0.5005307814904622,0.00010734930978458647,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.2,<class 'keras.optimizers.Adam'>,,,,
165,250,0.07044509186276368,0.8142857253551483,0.4744897655078343,2.0781177604310315e-06,1.0,0.9693251424040531,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.2,<class 'keras.optimizers.Nadam'>,,,,
166,250,0.05651092755475214,0.842857152223587,0.5112244550670896,0.00010094491181922021,1.0,0.9693251424040531,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.5,<class 'keras.optimizers.Adam'>,,,,
167,250,0.06992834932836038,0.8190476298332214,0.4993196853569576,3.1468571545432046e-05,1.0,0.999999991223856,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.5,<class 'keras.optimizers.Nadam'>,,,,
168,250,0.06320600620737034,0.8238095343112946,0.5013605122055326,7.295620642594379e-05,1.0,1.0,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,2.0,<class 'keras.optimizers.Adam'>,,,,
169,250,0.0703611122444272,0.8380952477455139,0.48435371475560324,0.0017994345067445148,0.9959100206936795,0.9588080454457757,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,2.0,<class 'keras.optimizers.Nadam'>,,,,
170,250,0.997206862749798,0.8571428656578064,0.5236961160387311,0.00020967510142656432,1.0,0.99999998354473,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,0.8,<class 'keras.optimizers.Adam'>,,,,
171,250,1.1799492899195425,0.8190476298332214,0.4792516678571701,4.6796082732659106e-05,1.0,0.99999998354473,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,0.8,<class 'keras.optimizers.Nadam'>,,,,
172,250,1.1673487541931016,0.8285714387893677,0.48344667681625914,0.00025472818793351935,1.0,0.999999991223856,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.0,<class 'keras.optimizers.Adam'>,,,,
173,250,1.3862547134714467,0.842857152223587,0.559523765529905,0.0002729574528669907,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.0,<class 'keras.optimizers.Nadam'>,,,,
174,250,1.119121671853853,0.8142857253551483,0.4176870435476303,0.0001173885088423205,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.2,<class 'keras.optimizers.Adam'>,,,,
175,250,1.1983032068736585,0.8333333432674408,0.49013602307864595,0.0005190823028819168,1.0,0.9815950810543599,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.2,<class 'keras.optimizers.Nadam'>,,,,
176,250,1.1341256406158209,0.8571428656578064,0.5463718495198658,0.00021928648570764675,1.0,0.9693251391129991,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.5,<class 'keras.optimizers.Adam'>,,,,
177,250,1.4575091025659017,0.8047619163990021,0.5290249032633645,7.414935746534721e-05,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.5,<class 'keras.optimizers.Nadam'>,,,,
178,250,1.2257342974522285,0.8571428656578064,0.5555555266993386,0.00013794725328804754,1.0,1.0,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,2.0,<class 'keras.optimizers.Adam'>,,,,
179,250,1.5019940212368965,0.8142857253551483,0.4498865859849112,0.00030399638783145235,1.0,0.9815950810543599,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,2.0,<class 'keras.optimizers.Nadam'>,,,,
180,250,0.06093015520101679,0.8380952477455139,0.5303493716887066,6.888541806707938e-06,1.0,0.9693251424040531,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,0.8,<class 'keras.optimizers.Adam'>,,,,
181,250,0.059880414931935126,0.8571428656578064,0.5595237804310662,4.2076734378771455e-06,1.0,0.9693251391129991,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,0.8,<class 'keras.optimizers.Nadam'>,,,,
182,250,0.05441512420241322,0.8619047701358795,0.5909502782991954,3.939842718027033e-05,1.0,0.99999998354473,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.0,<class 'keras.optimizers.Adam'>,,,,
183,250,0.056540862553187514,0.8476190567016602,0.5267573424748012,4.800660592679568e-05,1.0,0.9999999780596399,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.0,<class 'keras.optimizers.Nadam'>,,,,
184,250,0.0620392007819776,0.8285714387893677,0.5144557484558651,1.3922498884961858e-05,1.0,0.9693251424040531,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.2,<class 'keras.optimizers.Adam'>,,,,
185,250,0.0613214485347271,0.8380952477455139,0.5470521152019501,0.0010219333326957074,0.9979550103468398,0.9965916787919823,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.2,<class 'keras.optimizers.Nadam'>,,,,
186,250,0.06244887040728437,0.842857152223587,0.5658162810972759,9.54771327808486e-06,1.0,0.9693251478891431,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.5,<class 'keras.optimizers.Adam'>,,,,
187,250,0.07656489013295088,0.8047619163990021,0.4501133475984846,1.223004458094315e-05,1.0,0.999999996708946,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.5,<class 'keras.optimizers.Nadam'>,,,,
188,250,0.07002273441425391,0.8190476298332214,0.47630382435662405,7.483040209548318e-05,1.0,0.9815950645990899,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,2.0,<class 'keras.optimizers.Adam'>,,,,
189,250,0.06682460895251666,0.842857152223587,0.5231292034898486,0.0012585347735138783,0.9959100206936795,0.9419966457080255,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,2.0,<class 'keras.optimizers.Nadam'>,,,,
190,250,1.0355600805154868,0.8142857253551483,0.4307255893945694,0.0002917827072837869,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,0.8,<class 'keras.optimizers.Adam'>,,,,
191,250,1.3662036133797042,0.8190476298332214,0.42091833693640573,4.895857648482419e-05,1.0,0.9815950810543599,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,0.8,<class 'keras.optimizers.Nadam'>,,,,
192,250,1.183279753928738,0.8285714387893677,0.503117880650929,0.00010484111809186556,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.0,<class 'keras.optimizers.Adam'>,,,,
193,250,1.1566691409264291,0.8380952477455139,0.5457482593400138,0.0012046861134108705,1.0,0.99999998354473,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.0,<class 'keras.optimizers.Nadam'>,,,,
194,250,1.0160120173823088,0.8476190567016602,0.517233527132443,0.00030819595435312776,1.0,0.99999998354473,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.2,<class 'keras.optimizers.Adam'>,,,,
195,250,1.1777860955667816,0.8380952477455139,0.5085033646651677,0.001242388565639782,1.0,0.9386503012633762,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.2,<class 'keras.optimizers.Nadam'>,,,,
196,250,1.1005530163487751,0.8142857253551483,0.4353741173233305,0.00015091976475326978,1.0,0.999999980253676,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.5,<class 'keras.optimizers.Adam'>,,,,
197,250,1.467573313973844,0.8380952477455139,0.4814625531435013,0.00015191795647632593,1.0,0.99999999451491,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.5,<class 'keras.optimizers.Nadam'>,,,,
198,250,1.1664679327181406,0.842857152223587,0.5464852196829659,0.0001713270013409256,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,2.0,<class 'keras.optimizers.Adam'>,,,,
199,250,1.4562299640570668,0.8476190567016602,0.5265305808612278,0.0069696181809175296,0.9979550103468398,0.9781867631373962,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,48,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,2.0,<class 'keras.optimizers.Nadam'>,,,,
200,250,0.0699849942965167,0.8190476298332214,0.43418364439691814,1.821842185716676e-05,1.0,0.999999991223856,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,0.8,<class 'keras.optimizers.Adam'>,,,,
201,250,0.07219689270381682,0.8142857253551483,0.46592966467142105,1.9655027934885983e-05,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,0.8,<class 'keras.optimizers.Nadam'>,,,,
202,250,0.05972008852820311,0.8333333432674408,0.5171768367290497,3.2942231721133435e-06,1.0,0.969325136918963,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.0,<class 'keras.optimizers.Adam'>,,,,
203,250,0.06642897014639207,0.8190476298332214,0.42959180900028776,3.2362030679838858e-06,1.0,0.99999999451491,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.0,<class 'keras.optimizers.Nadam'>,,,,
204,250,0.06329282825546605,0.8285714387893677,0.49155325974736896,3.551900541594671e-06,1.0,0.9693251478891431,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.2,<class 'keras.optimizers.Adam'>,,,,
205,250,0.056409126347196956,0.8523809611797333,0.5368480405637196,1.7661989997047633e-07,1.0,0.999999980253676,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.2,<class 'keras.optimizers.Nadam'>,,,,
206,250,0.057341002692867606,0.8571428656578064,0.5321428350039891,5.692060787364458e-06,1.0,1.0,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.5,<class 'keras.optimizers.Adam'>,,,,
207,250,0.06389755629269141,0.8333333432674408,0.5511337476117271,7.052606941720702e-07,1.0,0.9693251391129991,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.5,<class 'keras.optimizers.Nadam'>,,,,
208,250,0.05573980802936213,0.8571428656578064,0.5505101787192481,2.673676615065683e-05,1.0,0.969325136918963,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,2.0,<class 'keras.optimizers.Adam'>,,,,
209,250,0.07113965853516545,0.8190476298332214,0.46819724994046347,2.9203351303811675e-05,1.0,0.9693251259487831,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,2.0,<class 'keras.optimizers.Nadam'>,,,,
210,250,1.027223215205595,0.8238095343112946,0.448979560817991,6.500633605461703e-05,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,0.8,<class 'keras.optimizers.Adam'>,,,,
211,250,1.03919697719227,0.842857152223587,0.5626622928040368,1.9463984347670245e-05,1.0,0.99999999451491,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,0.8,<class 'keras.optimizers.Nadam'>,,,,
212,250,1.0031690703971046,0.8238095343112946,0.4697845514331545,5.089156080190329e-05,1.0,0.9999999670894599,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.0,<class 'keras.optimizers.Adam'>,,,,
213,250,1.194499319685357,0.8523809611797333,0.56944440305233,0.000204635785669004,1.0,0.999999991223856,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.0,<class 'keras.optimizers.Nadam'>,,,,
214,250,1.020047145696091,0.8142857253551483,0.45232423501355307,1.5332161845566745e-05,1.0,0.9693251478891431,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.2,<class 'keras.optimizers.Adam'>,,,,
215,250,1.243533379132194,0.8238095343112946,0.44268704525062014,7.173219248747369e-06,1.0,0.999999985738766,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.2,<class 'keras.optimizers.Nadam'>,,,,
216,250,1.10709164220108,0.842857152223587,0.5564058572053909,0.0073491194057392385,0.9979550103468398,0.9972113637836433,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.5,<class 'keras.optimizers.Adam'>,,,,
217,250,1.0743736988931363,0.8523809611797333,0.5598639058215278,0.0004996248187847713,1.0,0.9815950865394498,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.5,<class 'keras.optimizers.Nadam'>,,,,
218,250,1.2689967843304788,0.8523809611797333,0.5229797746453967,0.00015600714707112175,1.0,0.99999999451491,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,2.0,<class 'keras.optimizers.Adam'>,,,,
219,250,1.3714419582060404,0.8285714387893677,0.44251698681286405,0.0027745781467874175,0.9979550103468398,0.9965916787919823,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,2.0,<class 'keras.optimizers.Nadam'>,,,,
220,250,0.06318049298300009,0.8333333432674408,0.5010770623173032,7.916935102976416e-06,1.0,0.950920234428593,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,0.8,<class 'keras.optimizers.Adam'>,,,,
221,250,0.06745506876281329,0.8238095343112946,0.46445574930735994,8.143773981345946e-06,1.0,0.99999998354473,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,0.8,<class 'keras.optimizers.Nadam'>,,,,
222,250,0.06141479506290385,0.8523809611797333,0.559523771916117,3.077744982170977e-06,1.0,0.9079754546376094,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.0,<class 'keras.optimizers.Adam'>,,,,
223,250,0.05749781978582697,0.8476190567016602,0.5629251365150724,2.8855230225998548e-06,1.0,0.9815950865394498,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.0,<class 'keras.optimizers.Nadam'>,,,,
224,250,0.06492823667524915,0.8333333432674408,0.5187641382217407,0.00042063289777318044,1.0,0.9693251314338731,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.2,<class 'keras.optimizers.Adam'>,,,,
225,250,0.06077042839357156,0.8476190567016602,0.5430838614702225,0.000979590261138206,0.9979550103468398,0.9965916711128563,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.2,<class 'keras.optimizers.Nadam'>,,,,
226,250,0.06567345007455774,0.8190476298332214,0.42057820515973227,2.150874466732168e-05,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.5,<class 'keras.optimizers.Adam'>,,,,
227,250,0.06889958954637823,0.8333333432674408,0.5353741092341286,1.4094243565345066e-06,1.0,0.999999985738766,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.5,<class 'keras.optimizers.Nadam'>,,,,
228,250,0.06717693160421082,0.8333333432674408,0.511281139084271,5.507152319225427e-06,1.0,0.9693251424040531,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,2.0,<class 'keras.optimizers.Adam'>,,,,
229,250,0.06275415903058144,0.8476190567016602,0.5458822612251554,1.0007241784521868e-07,1.0,0.99999999451491,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,2.0,<class 'keras.optimizers.Nadam'>,,,,
230,250,0.9067522900378597,0.8476190567016602,0.49605233115809305,6.59538319531151e-05,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,0.8,<class 'keras.optimizers.Adam'>,,,,
231,250,1.2229857656306453,0.8380952477455139,0.5447278554950442,0.0002033173216114216,1.0,0.999999985738766,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,0.8,<class 'keras.optimizers.Nadam'>,,,,
232,250,0.9958152201558862,0.8523809611797333,0.5224489463227135,7.369511690823878e-05,1.0,0.999999980253676,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.0,<class 'keras.optimizers.Adam'>,,,,
233,250,1.1705679549403223,0.8285714387893677,0.5140589198895863,0.0003784616426034875,1.0,0.99999998354473,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.0,<class 'keras.optimizers.Nadam'>,,,,
234,250,1.0518620708025992,0.8142857253551483,0.39676867851189207,5.2037977913775866e-05,1.0,0.99999998354473,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.2,<class 'keras.optimizers.Adam'>,,,,
235,250,1.285094924537199,0.8333333432674408,0.5131725115435464,7.927639867054713e-05,1.0,0.9815950755692698,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.2,<class 'keras.optimizers.Nadam'>,,,,
236,250,1.0547196914308838,0.8333333432674408,0.5124149258647647,9.389632366059723e-06,1.0,0.999999985738766,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.5,<class 'keras.optimizers.Adam'>,,,,
237,250,1.1607818896217006,0.8285714387893677,0.47670064653669086,0.00019031767071165783,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,1.5,<class 'keras.optimizers.Nadam'>,,,,
238,250,1.3262343745113216,0.8190476298332214,0.4197278618812561,0.00015311212485600545,1.0,0.99999997257455,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,2.0,<class 'keras.optimizers.Adam'>,,,,
239,250,1.3832689553632267,0.8333333432674408,0.5154761523008347,0.0004345069552614488,1.0,0.9693251500831791,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,80,0,normal,<function sigmoid at 0x000001BD33E1DD90>,<function binary_crossentropy at 0x000001BD33DF5048>,2.0,<class 'keras.optimizers.Nadam'>,,,,
240,250,0.05754440437470164,0.8333333432674408,0.5398525680814471,7.237515429702075e-06,1.0,0.9693251424040531,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,96,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,0.8,<class 'keras.optimizers.Adam'>,,,,
241,250,0.06901366403326392,0.8190476298332214,0.46933103246348246,0.00014695336214608248,1.0,0.99999998902982,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,96,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,0.8,<class 'keras.optimizers.Nadam'>,,,,
242,250,0.06195899568098996,0.8333333432674408,0.5065192367349353,1.0531494717110213e-05,1.0,0.9386502902931962,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,96,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.0,<class 'keras.optimizers.Adam'>,,,,
243,250,0.0634524795625891,0.8333333432674408,0.5461657004696983,1.1188364897183442e-06,1.0,0.9693251336279091,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,96,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.0,<class 'keras.optimizers.Nadam'>,,,,
244,250,0.05867982262446146,0.8333333432674408,0.5409863484757287,9.008955665939555e-07,1.0,0.99999997257455,<function relu at 0x000001BD33E1DC80>,15,0.1,,250,96,0,uniform,<function sigmoid at 0x000001BD33E1DD90>,<function logcosh at 0x000001BD33DE3E18>,1.2,<class 'keras.optimizers.Adam'>,,,,
